trade_id,asset,side,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,exit_price,raw_entry_price,raw_exit_price,bars_held,position_size,gross_return,net_return,entry_cost,exit_cost,holding_cost,total_cost,entry_turnover,exit_turnover,holding_turnover,total_turnover,trade_r,gross_trade_r,total_cost_r,max_favorable_r,max_adverse_r,time_to_mfe,time_to_mae,exit_reason,risk_distance,risk_distance_source,was_ever_positive,was_ever_0_5r,lost_but_reached_0_5r,was_ever_1r,lost_but_reached_1r,was_ever_1_5r,lost_but_reached_1_5r,was_ever_2r,lost_but_reached_2r,lost_but_was_positive,giveback_r,capture_ratio,positive_mfe_capture_ratio,abs_mae_r,pred_prob,pred_is_oos
0,ETHUSD,long,2022-03-17 10:30:00,2022-03-17 10:30:00,2022-03-17 22:30:00,2773.0,2821.3,2773.0,2821.3,24,1.0,0.017417958889289542,0.017214665763794157,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,2.420108841612632,2.4482202903293326,0.02811144871670068,3.236415435559567,-0.36495209296833714,7,2,position_exit,19.728616820467124,atr_48,True,True,False,True,False,True,False,True,False,False,0.8163065939469352,0.7477744714173883,0.7477744714173883,0.36495209296833714,0.7369819283485413,True
1,ETHUSD,short,2022-03-24 09:00:00,2022-03-24 09:00:00,2022-03-24 21:00:00,3061.1,3102.6,3061.1,3102.6,24,1.0,-0.014022334725627084,-0.014219426837919102,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-2.1335387689952663,-2.102521760033158,0.031017008962108437,2.8852678128647704,-3.4830932771633876,9,13,position_exit,19.738202376248186,atr_48,True,True,True,True,True,True,True,True,True,True,5.018806581860037,-0.7394595258999145,-0.7394595258999145,3.4830932771633876,0.23300613462924957,True
2,ETHUSD,short,2022-03-25 18:00:00,2022-03-25 18:00:00,2022-03-26 07:00:00,3125.0,3120.15,3125.0,3120.15,24,1.0,0.001236421651939823,0.001036251670329058,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.21152568091455873,0.2428164621149379,0.03129078120037918,2.080211134201217,-0.4080317868529491,3,22,position_exit,19.973934047783576,atr_48,True,True,False,True,False,True,False,True,False,False,1.8686854532866584,0.10168471720818029,0.10168471720818029,0.4080317868529491,0.27125272154808044,True
3,ETHUSD,long,2022-03-28 13:30:00,2022-03-28 13:30:00,2022-03-29 01:30:00,3380.3,3390.8500000000004,3380.3,3390.8500000000004,24,1.0,0.003121024761115976,0.0029208542905958534,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.5954139873923537,0.6361814601860376,0.04076747279368391,3.1477414428161588,-3.7899530590229387,12,20,reversal,16.58331884886281,atr_48,True,True,False,True,False,True,False,True,False,False,2.552327455423805,0.18915593869732217,0.18915593869732217,3.7899530590229387,0.8642476797103882,True
4,ETHUSD,short,2022-03-29 01:30:00,2022-03-29 01:30:00,2022-03-29 13:30:00,3390.8500000000004,3445.45,3390.8500000000004,3445.45,24,1.0,-0.016144767156005657,-0.016341152932975667,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-2.7366606227671055,-2.703086408307003,0.03357421446010218,1.0817296340935822,-4.576929275604111,3,21,position_exit,20.19913230750049,atr_48,True,True,True,True,True,False,False,False,False,True,3.818390256860688,-2.5298933638443266,-2.5298933638443266,4.576929275604111,0.26495441794395447,True
5,ETHUSD,short,2022-03-30 11:00:00,2022-03-30 11:00:00,2022-03-30 23:00:00,3413.3,3391.65,3413.3,3391.65,24,1.0,0.005836750693178461,0.005635550367325326,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.9883816260852935,1.0205616069919503,0.0321799809066569,2.976834433327551,-1.6239421413797854,8,14,position_exit,21.213809976462162,atr_48,True,True,False,True,False,True,False,True,False,False,1.9884528072422576,0.33202438638163206,0.33202438638163206,1.6239421413797854,0.1868838667869568,True
6,ETHUSD,short,2022-04-03 06:00:00,2022-04-03 06:00:00,2022-04-03 18:00:00,3502.35,3496.9,3502.35,3496.9,24,1.0,0.0013701430416444005,0.0011697929798717421,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.21266649223514628,0.24403096362830698,0.03136447139316072,1.3612002374863856,-0.7970185601071658,6,18,position_exit,22.333231484103486,atr_48,True,True,False,True,False,False,False,False,False,False,1.1485337452512394,0.15623453947367777,0.15623453947367777,0.7970185601071658,0.2174694836139679,True
7,ETHUSD,long,2022-04-04 15:00:00,2022-04-04 15:00:00,2022-04-05 03:00:00,3433.8,3524.05,3433.8,3524.05,24,1.0,0.02628283534276954,0.02607782927310942,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,4.254043492537447,4.286662979158688,0.03261948662124123,5.376734063609559,-1.166067325632649,15,6,position_exit,21.053672854335915,atr_48,True,True,False,True,False,True,False,True,False,False,1.1226905710721127,0.7911946996466444,0.7911946996466444,1.166067325632649,0.7471960186958313,True
8,ETHUSD,short,2022-04-07 11:30:00,2022-04-07 11:30:00,2022-04-07 23:30:00,3251.3,3228.0,3251.3,3228.0,24,1.0,0.006599272536444989,0.0063983157097908805,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.8913175503576118,0.9169067249042308,0.025589174546618902,3.604663347692155,-0.6630849062075572,8,1,position_exit,25.411527003942332,atr_48,True,True,False,True,False,True,False,True,False,False,2.713345797334543,0.247267903930132,0.247267903930132,0.6630849062075572,0.25299590826034546,True
9,ETHUSD,short,2022-04-08 12:30:00,2022-04-08 12:30:00,2022-04-09 01:00:00,3237.2,3207.7,3237.2,3207.7,24,1.0,0.008308698380733448,0.008107309367843207,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,1.2715962299358503,1.3001303448674082,0.02853411493155779,2.807400100611989,-3.1026839416497034,21,5,position_exit,22.690032669769362,atr_48,True,True,False,True,False,True,False,True,False,False,1.5358038706761385,0.45294442700157106,0.45294442700157106,3.1026839416497034,0.22399616241455078,True
